n00004475	有机体,存在
n12001707	瓜叶菊,瓜叶菊,瓜叶菊
n12001924	florest的瓜叶菊,瓜叶菊
n12002428	蜂斗菜,沼泽大黄,蜂斗菜,蜂斗菜属寻常
n12002651	冬天的快乐,甜款冬,蜂斗菜桂花
n12002826	甜款冬,蜂斗菜sagitattus
n12003167	牛舌,刚毛毛连菜,含有苦素的植物,牛舌草,Picris echioides
n12003696	山柳菊
n12004120	山柳兰,Pilosella的研究,山柳菊pilocella
n12004547	甜叶菊
n12004987	响尾蛇根,福王草属菊
n12005656	灯盏细辛,灯盏细辛乌鱼,止痢蚤草
n12006306	羊厂,植物羊,raoulia淡黄,raoulia芦苇
n12006766	松果菊
n12006930	墨西哥帽,那提比达菊属柱状
n12007196	长头松果菊,线叶扁果菊,草原松果菊
n12007406	线叶扁果菊,那提比达菊属万寿菊
n12007766	天鹅河永恒,丹斯,丹斯manglesii,卷翅菊manglesii
n12008252	松果菊
n12008487	黑眼睛的苏珊,黑心金光菊,后生蜕膜
n12008749	cutleaved松果菊,金光菊
n12009047	金色的光辉,双金,奥滕西娅,金光菊奥滕西娅
n12009420	薰衣草棉,薰衣草棉
n12009792	匍匐百日草,蛇目菊
n12010628	金蓟
n12010815	西班牙的牡蛎厂,蓟hispanicus
n12011370	点头千里光,千里光海蓬子
n12011620	尘土飞扬的米勒,银叶菊,雪叶莲
n12012111	飞蓬,千里光,glabellus千里光
n12012253	千里光,艾菊千里光,豚草,benweed,新疆千里光
n12012510	arrowleaf千里光,千里光属三角
n12013035	黑婆罗门参,毒蛇的草,鸦葱,鸦葱
n12013511	白边紫菀
n12013701	狭叶白边紫菀
n12014085	银色贤者,银蒿,灰色的圣人,灰色的圣人,绢蒿属米团,阿尔泰米夏迦
n12014355	海茵,绢蒿芹,阿尔泰米夏海
n12014923	菊科麻花头属植物,麻花组
n12015221	松脂植物,松香草
n12015525	奶蓟,水飞蓟,圣母温柔的蓟,水飞蓟,水飞蓟,水飞蓟
n12015959	一枝黄花
n12016434	多枝阿福花,加拿大一枝黄花色
n12016567	草地一枝黄花,加拿大一枝黄花,加拿大一枝黄花
n12016777	密苏里一枝黄花,加拿大一枝黄花线
n12016914	高山黄花,加拿大一枝黄花多辐
n12017127	灰色的黄花,林生一枝黄花,加拿大一枝黄花nemoralis
n12017326	蓝山茶,甜蜜的一枝黄花,香一枝黄花
n12017511	戴尔的杂草,一枝玫瑰
n12017664	海边的黄花,海滩上的一枝黄花,加拿大一枝黄花属
n12017853	小黄花,加拿大一枝黄花spathulata
n12018014	布特的黄花
n12018100	埃利奥特的黄花
n12018188	俄亥俄一枝黄花
n12018271	粗茎的黄花
n12018363	艳丽的黄花
n12018447	高大的黄花
n12018530	折一枝黄花,阔叶黄花
n12018760	苦菜,奶蓟
n12019035	乳草,苦苣菜
n12019827	甜叶菊
n12020184	斯托克斯紫菀,矢车菊紫菀,琉璃菊
n12020507	金盏花
n12020736	万寿菊,大的金盏花,万寿菊,万寿菊
n12020941	法国万寿菊,法国万寿菊
n12022054	画菊,除虫菊,红花除虫菊,红花除虫菊
n12022382	除虫菊,Dalmatian除虫菊,达尔马提亚除虫菊,除虫菊,除虫菊
n12022821	北部沙丘艾菊,艾菊douglasii
n12023108	小白菊,小白菊,野菊
n12023407	尘土飞扬的米勒,银色的花边,银色的花边,小ptarmiciflorum,菊花ptarmiciflorum
n12023726	艾菊,金色纽扣,香蕨,艾菊
n12024176	蒲公英,絮影
n12024445	药用蒲公英,蒲公英ruderalia,蒲公英
n12024690	蒲公英绿色
n12024805	俄罗斯蒲公英,橡胶草,胶乳,橡胶草
n12025220	无柄Hymenoxys,tetraneuris毛,Hymenoxys毛
n12026018	肿柄菊属,肿柄菊
n12026476	复活节雏菊,无柄的雏菊,townsendia exscapa
n12026981	黄色的婆罗门参,婆罗门参蝗
n12027222	婆罗门参,牡蛎厂,蔬菜牡蛎,蒜叶婆罗门参
n12027658	草地婆罗门参,假升麻,牧羊人的时钟,草地婆罗门参
n12028424	淡甘菊,无味的虚假的甘菊,淡甘菊,hayweed无味,玉米小白菊,新疆三肋果,洋甘菊广东
n12029039	草皮的雏菊,属tchihatchewii,洋甘菊tchihatchewii
n12029635	款冬花,款冬花
n12030092	Ursinia
n12030654	无耳多苞菊,冠髯,冠髯
n12030908	wingstem,金紫菀,黄花斑鸠菊,金色的蜜源植物,Verbesina层,actinomeris层
n12031139	考平雏菊,金crownbeard,金色的王冠的胡子,皇帝菊,Verbesina encelioides,ximenesia encelioides
n12031388	gravelweed,Verbesina helianthoides
n12031547	Virginia crownbeard,岩蔷薇,霜草,Verbesina锦葵
n12031927	紫菀,斑鸠菊
n12032429	骡子的耳朵,wyethia灯心草
n12032686	白边的骡子的耳朵,wyethia helianthoides
n12033139	苍耳,苍耳,cockleburr,苍耳
n12033504	干鲜花卉
n12033709	蜡菊,辣椒干鲜花卉
n12034141	百日草,老处女,老处女花
n12034384	白色的百日草,百日草acerosa
n12034594	金色小百日草,百日菊花
n12035631	闪耀的明星,平滑livicaulis,平滑laevicaulis
n12035907	巴尔通氏,平滑lindleyi
n12036067	瘦果
n12036226	萨马拉,关键的果实,钥匙
n12036939	风铃,风铃草
n12037499	匍匐风铃草,牧根风铃草
n12037691	风铃草,杯碟,风铃草
n12038038	高高的风铃草,风铃美洲
n12038208	沼泽的风铃草,风铃aparinoides
n12038406	丛生风铃草,聚花风铃草
n12038585	桃铃,桃铃,柳铃,风铃persicifolia
n12038760	烟囱的工厂,锥形风铃草,风铃杨
n12038898	风铃草,风铃草风铃草,牧根草风铃草
n12039317	丛生风铃草,蔓延的风铃草,丛生风铃草
n12041446	兰花,兰科植物
n12043444	兰花
n12043673	男性的睾丸,雄红门兰,兰子
n12043836	蝴蝶兰,蝴蝶兰花,兰花蝶形花科
n12044041	艳丽的兰花,紫色的兰花,紫色头巾的兰花,兰花花
n12044467	指甲兰
n12044784	angrecum
n12045157	宝石兰
n12045514	北美兰,亚当和夏娃,aplectrum hyemale
n12045860	兰花
n12046028	沼泽的玫瑰,野生粉,龙的口,兰花生长
n12046428	勃利特
n12046815	白芨,勃利特及
n12047345	白拉索
n12047884	蜘蛛兰花,小lawrenceana
n12048056	蜘蛛兰花,小疣
n12048399	Caladenia
n12048928	虾脊兰属
n12049282	草粉,calopogon草,calopogon马铃薯
n12049562	卡里普索,仙女的拖鞋,布袋兰
n12050533	卡特兰
n12050959	火烧兰
n12051103	红色的火烧兰,金兰杨梅
n12051514	传播朱兰,漏斗顶玫瑰花蕾的兰花,cleistes防风,朱兰防风
n12051792	玫瑰花蕾的兰花,cleistes糠疹,朱兰糠疹
n12052267	色狼兰花,长苞菊
n12052447	青蛙的兰花,凹舌兰
n12052787	贝母兰属
n12053405	珊瑚根
n12053690	发现珊瑚根,斑点珊瑚兰
n12053962	条纹珊瑚根,珊瑚兰属白芨
n12054195	早期的珊瑚根,淡珊瑚根,珊瑚兰
n12055073	天鹅兰,天鹅花,天鹅花,鹅颈,天鹅的脖子
n12055516	cymbid,大花蕙兰
n12056099	cypripedia
n12056217	拖鞋兰,女士拖鞋,女式拖鞋,拖鞋兰
n12056601	杓兰,神经根,粉红杓兰
n12056758	常见的凤仙花,艳丽的凤仙花,美丽的女士拖鞋,皇后杓兰,杓兰的专辑
n12056990	公羊头,公羊头拖鞋兰,杓兰属豆
n12057211	黄女士拖鞋,杓兰,杓兰,杓兰草
n12057447	大黄女士拖鞋,杓兰毛竹
n12057660	加利福尼亚女士拖鞋,加州杓兰
n12057895	团女拖鞋,大束
n12058192	山女拖鞋,杓兰属较
n12058630	沼泽兰花
n12058822	常见的斑点兰花,紫斑掌裂兰,fuchsii Dactylorhiza斑
n12059314	石斛
n12059625	DISA
n12060546	幽灵兰花,雪兰花,eburophyton austinae
n12061104	郁金香兰花,Encyclia黄花菜,卡特兰黄花菜
n12061380	蝴蝶兰,tampensis Encyclia,tampense树兰
n12061614	蝴蝶兰,蝴蝶兰花,树兰静脉,Encyclia红螺
n12062105	epidendron
n12062468	火烧兰
n12062626	火烧兰
n12062781	流的兰花,话匣子,大火烧兰,北美火烧兰
n12063211	舌形花,舌花
n12063639	斑叶兰,火烧兰
n12064389	芬芳的兰花,手参
n12064591	短香兰,手掌馨香
n12065316	蝴蝶兰花,蝴蝶兰花
n12065649	青蛙的兰花
n12065777	肾兰,黄兰花
n12066018	沼泽肾兰,沼泽的蜡烛,玉凤花笋
n12066261	白流苏红门兰,白色蝴蝶兰花,白花花
n12066451	优雅的花,Habenaria线虫
n12066630	紫色的蝴蝶兰花,紫色流苏红门兰,玉凤花枯萎
n12066821	沿海肾兰,greenei玉凤花
n12067029	胡克的兰花,玉凤花属登木
n12067193	衣衫褴褛的兰花,衣衫褴褛的兰花,衣衫褴褛的蝴蝶兰花,绿色流苏红门兰,玉凤花属裂伤
n12067433	草原上的兰花,草原白流苏红门兰,玉凤花属马德拉
n12067672	雪白的兰花,玉凤花妮维雅
n12067817	圆叶兰花,花小花
n12068138	紫色的无边缘的兰花,无边缘兰花紫色,peramoena玉凤花
n12068432	紫色的蝴蝶兰花,紫色流苏红门兰,Habenaria psycodes
n12068615	阿拉斯加莱茵兰,Habenaria unalascensis
n12069009	凤头珊瑚根,hexalectris留兰香
n12069217	德克萨斯紫穗,Hexalectris warnockii
n12069679	蜥蜴的兰花,himantoglossum hircinum
n12070016	蕾丽亚属
n12070381	羊耳蒜
n12070583	羊耳蒜
n12070712	芬兰花,芬兰花,双叶兰
n12071259	阔叶羊耳蒜,convallarioides Listera
n12071477	小羊耳蒜,Listera鱼腥草
n12071744	羊耳蒜,Listera卵形
n12072210	绿嘴,unifolia沼兰属,ophioglossoides沼兰属
n12072722	三尖兰
n12073217	下颚片
n12073554	三色堇兰
n12073991	齿舌兰
n12074408	文心兰,跳舞的女人兰花,蝶阀厂,蝴蝶兰
n12074867	蜜蜂眉兰,蜂兰花
n12075010	粉兰,insectifera眉头,muscifera眉头
n12075151	蜘蛛兰花
n12075299	早期的蜘蛛兰花,Ophrys sphegodes
n12075830	金星的拖鞋,金星的拖鞋,金星的鞋
n12076223	鹤顶兰
n12076577	蝴蝶兰,蛾的植物
n12076852	蝶阀厂,蝴蝶兰
n12077244	响尾蛇的兰花
n12077944	小蝴蝶兰花,Platanthera厚,Habenaria厚
n12078172	大蝴蝶兰花,二叶舌唇兰,chlorantha玉凤花
n12078451	草原白兰花,小leucophea
n12078747	纠结的兰花
n12079120	印度藏红花
n12079523	侧叶兰属
n12079963	朱兰
n12080395	蝴蝶兰
n12080588	psychopsis krameriana,文心兰凤蝶kramerianum
n12080820	psychopsis凤蝶,文心兰凤蝶
n12081215	盔兰,greenhood
n12081649	钻喙兰属
n12082131	橙花的兰花,狭唇兰属falcatus
n12083113	sobralia
n12083591	女士们的头发,女人的头发
n12083847	螺杆占卜,俯花绶草
n12084158	蒙面女子的秀发,罗氏绶草
n12084400	西方女人的头发,porrifolia绶
n12084555	欧洲女人的头发,绶旋毛虫
n12084890	奇唇兰属
n12085267	stelis
n12085664	粉兰
n12086012	中联
n12086192	大花万兰,中联caerulea
n12086539	香草
n12086778	香草兰,香荚兰
n12087961	山药,山药植物
n12088223	山药
n12088327	白山药,大薯,参薯
n12088495	肉桂葡萄,山药,山药红薯
n12088909	大象草,龟的植物,霍屯督面包树,霍屯督人的面包树,南非龟甲龙
n12089320	野生山药,薯蓣属植物
n12089496	蔗,薯蓣trifida
n12089846	黑色的蔓草,黑旋花,浆果薯蓣
n12090890	报春花,报春花属
n12091213	英语报春花,报春花
n12091377	西洋樱草,高报春,黄花九轮草
n12091550	樱草,高报春,报春
n12091697	藏报春,报春花科
n12091953	西洋樱草,多花报春
n12092262	海绿
n12092417	海绿,红侠,穷人的晴雨表,海绿
n12092629	沼泽海绿,琉璃繁缕属球虫
n12092930	chaffweed,混蛋海绿,虚假的间谍
n12093329	仙客来,欧洲仙客来
n12093600	仙客来,常春藤叶仙客来,仙客来neopolitanum
n12093885	海乳草,海trifoly,黑钾猪毛菜,海乳草
n12094244	featherfoil,羽毛箔
n12094401	水的紫罗兰,美国featherfoil,雪花草
n12094612	水紫,这种水草与同属水罗兰
n12095020	珍珠菜
n12095281	鹅颈珍珠菜,珍珠菜
n12095412	黄珍珠菜,金钱草nemorum
n12095543	穗珍珠菜,珍珠菜属足兰
n12095647	金钱草,草甸排草,匍匐查利,黄金钱草
n12095934	沼泽的蜡烛,珍珠菜属蒺藜
n12096089	轮生珍珠菜,珍珠菜属quadrifolia
n12096395	水海绿
n12096563	溪草,valerandii水茴草属
n12096674	溪草,水茴草属parviflorus,水茴草属floribundus
n12097396	雪果,香料植物,朱砂根
n12097556	圆锥紫金牛,escallonoides朱砂,紫金牛属植物
n12098403	石墨
n12098524	白花丹属,欧洲白花丹
n12098827	节俭
n12099342	熏衣草,沼泽迷迭香,毋忘我
n12100187	鱼藤酮,约木,Jacquinia keyensis
n12101870	禾本科植物,禾本科植物
n12102133	草
n12103680	中草
n12103894	矮草,短草
n12104104	剑草
n12104238	高草,高草
n12104501	牧草,畜牧
n12104734	山羊草,山羊triuncalis
n12105125	“小冰”,小麦草
n12105353	冰草,扁穗冰草,球道冠麦草,冰草
n12105828	有芒冰草,Agropyron subsecundum
n12105981	蓝茎冰草,须芒草,蓝茎冰草
n12106134	中型冰草,中间偃麦草,披碱草属鼠
n12106323	纤细的草,冰trachycaulum,冰草的花,披trachycaulos
n12107002	天鹅绒的弯曲,天鹅绒的本特草,棕色弯曲,罗得岛弯,狗弯曲,普通剪股颖
n12107191	云草,云翦股颖
n12107710	草甸狗尾草,大看麦娘
n12107970	谷子,狗尾草属
n12108432	扫帚草
n12108613	扫帚草,须芒草
n12108871	燕麦草,高高的草地,常绿草,燕麦,法国黑麦,燕麦草
n12109365	toetoe,toitoi,对conspicua,conspicua Chionochloa
n12109827	燕麦
n12110085	谷物燕麦,燕麦
n12110236	野燕麦,野燕麦草,野燕麦
n12110352	细野燕麦,燕麦半枝莲
n12110475	野生红燕麦,动画燕麦,雅漾无菌
n12110778	雀麦,无芒雀麦
n12111238	国际象棋,欺骗,Bromus赖草
n12111627	田雀麦,田雀麦
n12112008	格兰玛,格兰马草,语法,格兰马草
n12112337	黑格兰马草,黑色格兰马
n12112609	水牛草,野牛草
n12112918	芦苇
n12113195	羽毛芦苇草,羽毛,小acutiflora
n12113323	澳大利亚芦苇草,calamagrostic quadriseta
n12113657	burgrass,但草
n12114010	BUFFEL草,水牛草,cenchroides狼尾草
n12114590	罗德草,罗滋草
n12115180	潘帕斯草,蒲苇
n12116058	巨大的星星草,星草
n12116429	果园生草,鸭茅,鸡距,鸭茅
n12116734	埃及的草,龙爪茅,龙爪茅属埃及
n12117017	马唐,蟹甲草,指草
n12117235	马唐,止血马唐
n12117326	大马唐草,马唐草,马唐
n12117695	稗草,谷仓里的草,仓粟,稗草
n12117912	日本的小米,亿美元的草,日本稗,三和小米,湖南稗子
n12118414	蟋蟀草,院子里的草,丝草,草鹅,牛筋
n12118661	小米的手指,鸭脚稗,狂笑,非洲稷,coracan,龙爪稷,kurakkan,穇子
n12119099	披碱草
n12119238	野生黑麦
n12119390	巨大的黑麦草,披condensatus,羊草condensatus
n12119539	海披碱草,欧洲的沙丘草,滨草,羊草的根结线虫
n12119717	加拿大野生黑麦,加拿大披碱草
n12120347	画眉草,画眉草的草,画眉草TEF,eragrostic甘蓝
n12120578	垂爱草,非洲爱草,弯叶画眉草
n12121033	羽草
n12121187	拉文纳的草,毛草,斑ravennae
n12121610	羊茅,羊茅草,草甸羊茅,牛尾草
n12122442	苇草,甜茅茅
n12122725	天鹅绒草,约克郡雾,绒毛草
n12122918	爬行的软草,Holcus树
n12123648	大麦
n12123741	大麦草,墙大麦,大麦murinum
n12124172	小大麦,小大麦
n12124627	黑麦草,黑麦草
n12124818	多年生黑麦草,多年生黑麦草,多年生黑麦草
n12125001	多花黑麦草,意大利黑麦,多花黑麦草
n12125183	毒麦,皮重,毒麦,欺骗,毒麦
n12125584	nimblewill,灵活的将,Muhlenbergia菜
n12126084	栽培稻,水稻
n12126360	落芒草,大米草
n12126736	什迈拉,什迈拉草,落芒草属miliacea
n12127460	开关草,柳枝稷
n12127575	黍,黍,黍稷
n12127768	草鹅,德克萨斯小米,黍texanum
n12128071	毛花雀稗,毛花雀稗,雀稗,毛花雀稗
n12128306	百喜草,雀稗
n12128490	扁蓄,双穗雀稗
n12129134	狼尾草,ruppelii狼尾草,羽绒狼尾草
n12129738	草芦,园丁的吊袜带,夫人的花边,丝带草,虉草
n12129986	金丝雀草,鸟食草,金丝雀草
n12130549	蒂莫西,猫尾草,梯牧草
n12131405	早熟禾,蓝色的草
n12131550	早熟禾属植物,草地
n12132092	木meadowgrass,林地早熟禾,红顶草
n12132956	高贵的手杖
n12133151	munj,munja,甘蔗bengalense,甘蔗munja
n12133462	扫帚须芒草,草原上的草,丝草,须芒草,裂稃草
n12133682	白羊,蓝茎,须芒草,须芒草
n12134025	黑麦,黑麦
n12134486	狗尾草,狗尾草
n12134695	法氏狗尾草
n12134836	黄狗尾草,黄色的毛草,狐尾草,有白霜的狗尾草,金色狗尾草
n12135049	狗尾草,狗尾草,粗糙的狗尾草,瓶子草,瓶子草,狗尾草
n12135576	西伯利亚小米,谷子rubrofructa
n12135729	小米,金不知道小米,谷子stramineofructa
n12135898	小米
n12136392	藤,藤条
n12136581	马六甲
n12136720	芦苇
n12137120	高粱
n12137569	高粱
n12137791	高粱,高粱,dourah,埃及的玉米,小米印度,几内亚玉米
n12137954	苏丹草,federita,高粱尾
n12138110	亨加利
n12138248	高粱
n12138444	米洛,高粱玉米
n12138578	高粱,高粱rosburghii
n12139196	高粱,高粱专科学校
n12139575	互花米草,绳草
n12139793	盐芦苇草,互花米草cynosuroides
n12139921	草原网茅,淡水条件,斯劳草,互花米草pectinmata
n12140511	黑穗草,接穗,地毯草,poiretii Sporobolus
n12140759	砂鼠尾粟,Sporobolus cryptandrus
n12140903	灯心草,灯心草
n12141167	圣Augustine grass,圣奥古斯丁草,水牛草
n12141385	粮食
n12141495	谷物,谷类食品
n12142085	小麦
n12142357	小麦浆果
n12142450	硬粒小麦,硬粒小麦,硬质小麦,硬粒小麦,圆锥小麦,通心粉小麦
n12143065	拼写,斯卑尔脱小麦,小麦斯卑尔脱
n12143215	二粒,小麦淀粉,两晶粒的拼写,二粒小麦
n12143405	野生小麦,野生二粒,二粒小麦野生二粒
n12143676	玉米,玉米,印度玉米,玉米
n12144313	玉米
n12144580	玉米
n12144987	马齿型玉米,玉米indentata
n12145148	硬粒玉米,火石玉米,北方的玉米,普通玉米
n12145477	爆米花,玉米会
n12146311	结缕草
n12146488	马尼拉草,沟叶结缕草,沟叶结缕草
n12146654	韩国的草坪,日本的草坪,结缕草
n12147226	竹
n12147835	常见的竹,佛肚竹
n12148757	滇竹属,京七股,龙竹
n12150722	伞厂,伞莎草,旱伞草
n12150969	荸荠,黄色香附,铁荸荠,油莎草,莎草,油莎草
n12151170	香附子,高良姜,莎草长
n12151615	莎草,螺母草,莎草香附子,坚果苔草,香附
n12152031	沙苔草,沙苇,苔草的根结线虫
n12152251	柏莎,Carex pseudocyperus
n12152532	棉花草,棉花冲
n12152722	常见的棉花草,东方羊胡子草
n12153033	硬茎藨草,hardstemmed芦苇,草尖
n12153224	毛草,蒯草
n12153580	秒杀抢购
n12153741	荸荠,荸荠,荸荠
n12153914	针秒杀抢购,冲针,纤细的穗状灯心草,毛草,牛毛毡
n12154114	匍匐秒杀抢购,沼泽荸荠
n12154773	露兜树,拧松
n12155009	纺织螺丝松,露兜树叶,露兜树
n12155583	香蒲
n12155773	猫的尾,灯心草,芦苇,nailrod,香蒲,reedmace,Typha茭白
n12156679	但里德
n12156819	粮食,颖果
n12157056	内核
n12157179	黑麦
n12157769	葫芦,葫芦藤
n12158031	葫芦
n12158443	南瓜,南瓜藤,秋天的南瓜,西葫芦
n12158798	南瓜,南瓜藤
n12159055	西葫芦,西葫芦藤,西葫芦melopepo
n12159388	黄色的南瓜
n12159555	骨髓,西葫芦,植物精华
n12159804	西葫芦,胡瓜
n12159942	西葫芦,意大利蔬菜骨髓
n12160125	密生西葫芦,扁圆南瓜
n12160303	意大利面壁球
n12160490	冬南瓜,冬南瓜
n12160857	小青南瓜
n12161056	笋瓜,南瓜
n12161285	头巾南瓜,南瓜turbaniformis
n12161577	绿皮小南瓜
n12161744	南瓜,南瓜
n12161969	冬南瓜,冬天的菜瓜,南瓜
n12162181	南瓜,混合南瓜,南瓜argyrosperma
n12162425	草原上的葫芦,草原上的葫芦藤,密苏里葫芦,或野南瓜,水葫芦,南瓜,油瓜
n12162758	草原上的葫芦
n12163035	泻根,布里奥妮
n12163279	白葡萄,魔鬼的萝卜,Bryonia阿尔巴
n12164363	甜瓜,甜瓜,甜瓜藤,甜瓜
n12164656	哈密瓜,香瓜,甜瓜藤,香瓜蔓,Cucumis melo Cantalupensis
n12164881	冬瓜,波斯瓜,蜜瓜,冬瓜藤,冬甜瓜
n12165170	网纹甜瓜,网纹甜瓜,网纹甜瓜,Cucumis melo网纹
n12165384	黄瓜,黄瓜藤,黄瓜
n12165758	喷瓜,爆炸的黄瓜,不要碰我,喷瓜
n12166128	葫芦,葫芦,瓠瓜
n12166424	丝瓜,丝瓜,丝瓜,丝瓜,过滤器的葡萄
n12166793	丝瓜,丝瓜,丝瓜
n12166929	丝瓜,唱夸,丝瓜
n12167075	丝瓜络,丝瓜,丝瓜,loufah海绵
n12167436	苦瓜,胶苦瓜
n12167602	苦瓜,苦瓜
n12168565	半边莲
n12169099	水半边莲,半边莲dortmanna
n12170585	锦葵
n12171098	麝香锦葵,小玫瑰,香锦葵
